fecha,producto_id,cantidad,total_venta
2024-11-03,P054,1,256
2024-04-06,P087,7,1020
2024-02-15,P064,2,785
2024-04-02,P029,12,4060
2024-04-28,P062,14,2767
2024-07-24,P062,1,481
2024-02-11,P057,18,5857
2024-02-26,P072,18,7258
2024-01-13,P083,10,4135
2024-07-28,P057,10,4455
2024-01-24,P026,3,962
2024-12-03,P076,3,840
2024-11-01,P053,1,140
2024-05-29,P006,11,4284
2024-03-02,P099,18,4283
2024-08-09,P011,4,994
2024-02-09,P057,17,3958
2024-09-19,P069,3,247
2024-09-10,P024,7,576
2024-05-13,P049,16,6609
2024-02-21,P098,12,4354
2024-04-05,P050,18,1910
2024-04-11,P085,1,95
2024-02-25,P061,2,440
2024-02-03,P089,10,4876
2024-12-24,P081,10,2101
2024-05-26,P017,20,304
2024-07-21,P074,19,2627
2024-11-17,P013,19,8844
2024-08-06,P058,1,313
2024-01-16,P076,17,4460
2024-11-30,P039,6,2316
2024-03-11,P087,1,87
2024-12-14,P004,11,1485
2024-12-15,P087,16,7870
2024-04-15,P094,13,4381
2024-01-09,P032,15,7286
2024-03-20,P062,2,52
2024-08-17,P091,3,1356
2024-07-22,P024,15,3269
2024-03-23,P004,9,4126
2024-09-28,P072,9,3139
2024-04-22,P084,3,53
2024-03-05,P028,13,380
2024-05-09,P070,8,2360
2024-12-16,P066,3,1167
2024-10-27,P054,7,3226
2024-03-30,P075,5,1717
2024-12-24,P019,7,209
2024-07-05,P097,2,353
2024-08-31,P010,2,451
2024-12-11,P074,11,2351
2024-03-30,P019,2,60
2024-06-09,P066,13,2774
2024-04-23,P013,10,1352
2024-08-31,P078,8,1743
2024-06-04,P076,9,767
2024-03-12,P093,1,104
2024-08-21,P006,15,550
2024-06-14,P061,13,2106
2024-05-28,P031,10,4498
2024-10-07,P064,1,493
2024-05-04,P019,1,366
2024-05-09,P032,19,4320
2024-03-13,P081,15,3692
2024-04-23,P001,1,135
2024-02-03,P003,11,3246
2024-02-12,P022,7,2566
2024-01-18,P048,2,916
2024-10-19,P087,17,5090
2024-05-04,P065,10,3521
2024-05-11,P071,2,667
2024-12-03,P034,19,1323
2024-01-09,P075,15,457
2024-11-20,P052,7,2183
2024-11-21,P054,7,1503
2024-08-13,P035,6,1748
2024-05-17,P027,18,6968
2024-10-08,P008,11,3778
2024-11-25,P034,20,4161
2024-09-18,P052,2,481
2024-12-09,P001,9,3522
2024-09-03,P004,14,2330
2024-01-12,P091,5,1051
2024-02-27,P068,12,4262
2024-03-17,P015,12,4296
2024-07-12,P050,19,7987
2024-11-04,P063,8,611
2024-02-09,P020,15,4215
2024-04-01,P013,8,639
2024-08-23,P014,20,4977
2024-09-26,P089,14,5413
2024-05-27,P062,4,1411
2024-07-05,P016,4,369
2024-08-15,P032,13,1559
2024-10-18,P060,3,1314
2024-11-17,P024,2,248
2024-11-23,P061,1,66
2024-02-05,P065,2,578
2024-04-11,P063,11,3812
2024-11-11,P007,8,3755
2024-08-22,P010,13,6302
2024-07-27,P079,16,7418
2024-09-29,P081,5,1162
2024-03-22,P014,4,1311
2024-02-12,P061,2,206
2024-09-01,P005,10,4671
2024-02-02,P011,15,5855
2024-12-04,P013,18,203
2024-03-10,P076,9,1053
2024-09-06,P023,17,1393
2024-09-07,P085,1,231
2024-11-06,P028,6,1586
2024-08-05,P043,15,6000
2024-01-16,P096,16,3946
2024-12-12,P076,10,636
2024-08-10,P013,10,3749
2024-09-08,P085,4,1982
2024-11-29,P027,13,4998
2024-05-03,P042,15,3123
2024-08-11,P095,10,1172
2024-09-05,P065,2,370
2024-07-26,P074,13,3242
2024-06-28,P091,10,2904
2024-06-21,P019,9,552
2024-03-06,P024,19,6965
2024-09-19,P074,14,6244
2024-09-28,P010,8,808
2024-06-14,P047,13,5159
2024-05-26,P072,8,921
2024-04-23,P026,4,1035
2024-12-26,P079,16,4176
2024-11-12,P024,18,8372
2024-05-10,P011,3,671
2024-06-25,P033,12,2972
2024-08-14,P004,1,492
2024-12-22,P052,10,3428
2024-05-25,P006,4,692
2024-05-31,P036,20,3348
2024-08-13,P067,1,74
2024-06-09,P036,2,750
2024-03-14,P004,7,2020
2024-03-04,P096,19,2440
2024-05-14,P068,1,287
2024-05-01,P063,9,2552
2024-03-07,P095,11,1295
2024-07-07,P019,6,2158
2024-05-18,P074,13,1286
2024-01-19,P061,13,2675
2024-04-04,P062,7,1722
2024-08-10,P048,4,1014
2024-11-28,P059,7,2513
2024-10-02,P060,18,4363
2024-04-20,P088,20,7953
2024-12-09,P095,16,3622
2024-08-05,P044,14,4609
2024-02-02,P042,1,291
2024-09-19,P002,18,2729
2024-09-01,P056,8,1279
2024-08-26,P023,6,726
2024-04-22,P091,2,724
2024-03-12,P047,14,6969
2024-03-20,P047,4,991
2024-04-10,P033,18,1744
2024-06-25,P062,2,774
2024-09-02,P009,17,5343
2024-04-18,P049,20,9095
2024-05-13,P064,1,110
2024-11-02,P059,12,572
2024-09-21,P063,14,2358
2024-09-18,P093,6,187
2024-02-08,P063,11,5231
2024-08-24,P005,17,851
2024-11-19,P080,12,2179
2024-02-04,P028,12,4203
2024-06-27,P067,8,1438
2024-01-28,P037,14,4135
2024-05-15,P052,6,741
2024-07-09,P095,17,5822
2024-04-28,P034,14,3513
2024-08-17,P058,16,2440
2024-12-11,P021,1,122
2024-08-28,P004,9,3098
2024-05-29,P041,8,3550
2024-09-17,P032,19,6085
2024-08-04,P059,18,7279
2024-12-07,P047,15,6230
2024-03-21,P088,13,5242
2024-12-22,P091,7,2619
2024-04-15,P059,14,5876
2024-12-29,P037,7,240
2024-02-27,P079,2,588
2024-01-31,P076,9,1722
2024-03-17,P057,14,2621
2024-02-19,P042,20,9789
2024-03-26,P018,2,249
2024-02-08,P064,3,870
2024-08-06,P026,16,7825
2024-09-01,P035,9,2585
2024-04-26,P074,20,3727
2024-07-01,P028,8,170
2024-01-20,P076,14,452
2024-05-04,P072,1,417
2024-09-26,P025,2,817
2024-06-29,P058,5,897
2024-05-10,P075,12,3649
2024-10-05,P038,17,310
2024-10-19,P080,4,353
2024-10-25,P037,14,3003
2024-09-08,P072,3,1436
2024-05-24,P036,5,2352
2024-08-26,P062,3,1497
2024-04-20,P095,15,2634
2024-12-20,P080,13,2843
2024-08-22,P079,18,8903
2024-05-18,P015,1,416
2024-01-18,P096,18,935
2024-11-14,P043,10,3247
2024-09-07,P091,11,3217
2024-01-28,P003,7,2557
2024-12-06,P019,5,1280
2024-07-07,P066,10,3343
2024-08-09,P077,17,5095
2024-04-30,P088,14,2935
2024-08-26,P096,19,6559
2024-06-21,P018,5,2230
2024-01-28,P011,16,6783
2024-11-17,P039,15,1046
2024-07-09,P092,16,3827
2024-03-29,P075,15,6665
2024-06-12,P062,14,1902
2024-09-05,P071,3,1324
2024-12-21,P032,10,766
2024-10-06,P033,5,2351
2024-08-02,P080,13,2687
2024-02-15,P042,2,700
2024-07-23,P044,7,1271
2024-05-31,P049,7,2166
2024-11-06,P066,14,6092
2024-03-18,P053,16,5278
2024-05-23,P087,1,105
2024-04-14,P016,2,338
2024-11-26,P081,9,4357
2024-02-13,P017,20,2392
2024-02-14,P002,13,3661
2024-08-29,P022,11,4968
2024-11-09,P056,4,128
2024-06-10,P084,11,3262
2024-12-08,P093,19,2595
2024-10-19,P022,5,2271
2024-04-24,P027,17,8022
2024-06-20,P001,5,401
2024-05-14,P071,12,4833
2024-05-09,P096,5,88
2024-10-05,P057,17,852
2024-01-31,P084,18,4251
2024-08-16,P019,9,2699
2024-09-02,P033,18,1675
2024-04-09,P007,4,1747
2024-03-11,P040,18,6787
2024-01-25,P100,17,5399
2024-06-29,P094,20,6698
2024-05-09,P049,6,740
2024-07-05,P003,13,5402
2024-10-22,P049,16,4904
2024-12-03,P050,9,4112
2024-06-13,P080,15,4228
2024-09-17,P063,20,6166
2024-02-13,P027,7,1745
2024-03-25,P009,20,1657
2024-09-15,P086,9,2391
2024-06-07,P058,3,1034
2024-08-11,P077,12,4006
2024-11-13,P099,18,981
2024-02-15,P006,18,6683
2024-01-05,P027,17,6612
2024-03-02,P065,11,1821
2024-09-05,P043,17,4929
2024-12-22,P095,11,1398
2024-01-09,P095,20,9437
2024-11-05,P007,4,1767
2024-06-17,P091,13,4486
2024-08-30,P021,10,3197
2024-06-10,P090,6,2906
2024-08-07,P086,8,2671
2024-01-03,P036,18,4557
2024-04-29,P068,19,1346
2024-07-24,P008,20,7695
2024-05-18,P004,13,436
2024-07-26,P020,19,7872
2024-09-01,P092,1,404
2024-03-15,P077,3,1457
2024-11-21,P052,10,3981
2024-02-16,P038,4,1957
2024-01-19,P044,19,1217
2024-08-01,P092,1,180
2024-04-30,P046,12,3242
2024-10-18,P023,18,3592
2024-08-05,P026,12,5604
2024-07-09,P015,14,171
2024-05-24,P060,2,228
2024-08-14,P025,11,4417
2024-10-28,P082,13,166
2024-01-31,P003,1,185
2024-03-03,P089,19,3315
2024-12-13,P077,16,1520
2024-04-28,P083,3,1411
2024-08-19,P021,14,301
2024-08-19,P073,14,5124
2024-06-17,P030,1,391
2024-05-31,P076,8,1173
2024-01-01,P010,6,2244
2024-02-29,P009,8,3739
2024-04-24,P096,10,4058
2024-09-24,P078,1,411
2024-10-17,P020,9,3630
2024-06-22,P090,11,3456
2024-05-30,P044,1,430
2024-02-27,P009,15,233
2024-07-05,P100,5,2311
2024-03-07,P099,11,1617
2024-12-17,P071,8,2254
2024-11-04,P037,16,1277
2024-11-03,P016,16,980
2024-05-04,P049,5,1224
2024-06-16,P023,14,3647
2024-04-17,P011,15,2062
2024-04-16,P001,6,788
2024-07-28,P081,6,2058
2024-03-17,P046,6,1261
2024-01-09,P002,9,766
2024-01-23,P064,14,6579
2024-02-28,P096,2,252
2024-03-14,P033,11,405
2024-10-14,P009,4,1126
2024-05-02,P036,15,5657
2024-11-20,P050,3,1131
2024-06-15,P004,14,6411
2024-10-31,P008,9,3634
2024-10-16,P046,9,312
2024-09-22,P094,10,594
2024-03-19,P018,17,4968
2024-10-04,P076,14,6162
2024-09-15,P057,7,744
2024-07-31,P022,6,1063
2024-05-07,P047,3,1186
2024-01-31,P091,3,1296
2024-11-19,P036,12,5483
2024-05-18,P032,1,208
2024-01-18,P060,17,6966
2024-01-27,P019,19,3768
2024-07-16,P045,1,314
2024-01-01,P008,15,7449
2024-11-20,P017,20,546
2024-06-24,P035,9,741
2024-01-20,P094,3,100
2024-02-13,P062,1,257
2024-07-27,P041,6,776
2024-06-24,P016,5,83
2024-03-12,P027,17,6419
2024-06-21,P020,15,2973
2024-04-23,P076,8,2401
2024-06-22,P025,14,5248
2024-04-21,P065,5,1796
2024-02-25,P037,7,821
2024-12-06,P025,19,6869
2024-01-01,P097,14,2754
2024-11-01,P014,5,1461
2024-08-18,P049,17,4075
2024-09-30,P018,3,1419
2024-10-23,P084,18,4669
2024-05-01,P055,7,1739
2024-02-19,P060,8,3318
2024-04-27,P003,13,2678
2024-02-01,P044,7,1389
2024-01-05,P033,2,27
2024-09-14,P077,9,218
2024-05-06,P086,6,1803
2024-10-17,P028,18,5599
2024-12-26,P048,20,5382
2024-10-18,P068,5,2417
2024-07-18,P040,12,191
2024-12-05,P026,12,5064
2024-06-14,P010,20,9641
2024-04-30,P014,19,6512
2024-05-27,P091,20,2868
2024-06-22,P048,2,643
2024-01-07,P042,7,2917
2024-10-13,P018,8,387
2024-03-02,P055,1,159
2024-08-13,P029,4,1694
2024-07-21,P027,3,914
2024-12-24,P017,8,3435
2024-12-11,P028,10,3211
2024-01-04,P033,12,2149
2024-03-14,P046,8,283
2024-12-08,P074,12,5521
2024-08-23,P020,5,294
2024-04-22,P092,9,717
2024-08-17,P098,3,33
2024-07-22,P099,16,4188
2024-03-31,P010,13,3735
2024-04-25,P036,9,2821
2024-09-15,P035,14,3985
2024-07-05,P062,3,1275
2024-04-08,P039,8,2852
2024-12-12,P066,19,3503
2024-10-28,P048,3,1128
2024-05-18,P019,20,438
2024-06-25,P074,12,865
2024-06-20,P084,19,7929
2024-10-27,P056,18,6712
2024-08-31,P015,12,286
2024-02-26,P067,7,1345
2024-03-21,P028,6,320
2024-03-29,P062,17,4858
2024-08-14,P034,19,275
2024-04-19,P100,19,580
2024-09-05,P096,3,618
2024-06-05,P089,9,3238
2024-10-01,P024,15,3274
2024-11-05,P042,16,7992
2024-06-01,P096,20,4801
2024-11-20,P074,13,3962
2024-06-13,P041,6,872
2024-05-26,P056,19,6347
2024-06-05,P006,3,406
2024-05-30,P038,16,1033
2024-11-08,P032,6,2511
2024-02-25,P030,10,4982
2024-06-12,P060,20,5838
2024-05-10,P026,15,178
2024-11-09,P092,8,896
2024-02-26,P004,2,194
2024-01-24,P048,4,1962
2024-06-25,P096,16,6392
2024-09-08,P076,17,7515
2024-04-27,P045,15,5667
2024-11-04,P040,1,437
2024-03-06,P092,7,1570
2024-09-06,P053,11,1645
2024-05-18,P076,1,380
2024-12-15,P082,2,209
2024-12-12,P022,14,1287
2024-01-29,P046,8,3984
2024-03-16,P039,2,620
2024-03-07,P059,8,799
2024-08-08,P075,1,181
2024-12-22,P081,1,193
2024-08-04,P075,19,6783
2024-03-08,P033,4,926
2024-03-09,P043,17,5276
2024-04-04,P076,2,106
2024-11-12,P044,18,7796
2024-02-08,P079,5,202
2024-05-16,P003,12,2832
2024-07-26,P070,3,1105
2024-12-17,P036,4,280
2024-06-25,P020,6,1711
2024-07-19,P019,1,330
2024-10-22,P001,15,993
2024-07-24,P074,5,1285
2024-07-01,P008,12,5001
2024-03-30,P001,20,6528
2024-07-22,P033,6,606
2024-12-17,P014,5,1526
2024-12-06,P035,7,1039
2024-08-19,P005,4,941
2024-12-02,P016,3,565
2024-08-27,P082,18,8107
2024-01-18,P077,1,31
2024-09-11,P061,14,3140
2024-10-16,P035,7,1150
2024-01-11,P095,6,2431
2024-07-20,P043,5,1845
2024-09-15,P095,7,3284
2024-02-20,P063,3,1475
2024-01-20,P007,7,2350
2024-11-27,P057,10,4609
2024-03-25,P006,5,549
2024-05-16,P094,6,1822
2024-08-14,P040,17,3508
2024-07-28,P095,11,5360
2024-11-22,P025,4,1045
2024-09-17,P075,8,3887
2024-12-20,P028,4,232
2024-05-29,P096,1,482
2024-05-17,P009,6,2448
2024-08-13,P056,18,443
2024-06-26,P044,4,749
2024-08-12,P060,5,1503
2024-05-24,P064,17,6690
2024-04-16,P057,16,313
2024-06-24,P084,4,1982
2024-10-12,P062,14,6770
2024-01-13,P049,19,2773
2024-10-16,P009,4,1918
2024-08-15,P083,3,178
2024-04-19,P068,7,437
2024-01-22,P059,9,2044
2024-12-25,P100,16,5514
2024-10-14,P003,17,1487
2024-01-18,P068,6,2661
2024-06-19,P017,17,3430
2024-04-26,P032,14,2250
2024-09-16,P079,5,898
2024-05-27,P032,10,3480
2024-08-15,P027,9,4140
2024-08-02,P098,19,3382
2024-06-05,P048,20,2238
2024-02-22,P039,4,860
2024-12-17,P095,8,3749
2024-10-03,P045,5,2416
2024-11-26,P029,2,478
2024-01-27,P014,16,6615
2024-04-02,P063,11,633
2024-07-06,P015,11,1453
2024-12-25,P059,6,1245
2024-10-30,P041,9,1609
2024-11-20,P018,13,6091
2024-11-22,P017,1,210
2024-06-04,P097,2,662
2024-05-10,P004,20,8421
2024-02-21,P087,13,3024
2024-09-26,P063,9,4407
2024-08-12,P012,12,2442
2024-02-04,P002,6,290
2024-08-02,P095,6,1199
2024-09-11,P086,17,5062
2024-12-27,P015,4,1566
2024-02-15,P054,1,10
2024-11-14,P033,15,3764
2024-10-27,P039,3,816
2024-09-09,P040,1,282
2024-10-19,P040,14,2535
2024-02-15,P003,4,174
2024-08-23,P065,3,1024
2024-01-20,P019,18,1156
2024-10-22,P020,2,473
2024-10-21,P050,2,65
2024-07-26,P052,14,6839
2024-05-07,P013,12,4665
2024-09-16,P067,15,1649
2024-06-09,P029,3,518
2024-03-02,P033,12,2974
2024-03-07,P004,2,648
2024-08-12,P081,14,5292
2024-05-26,P052,4,1561
2024-01-16,P067,2,751
2024-07-25,P059,12,2394
2024-02-04,P007,1,277
2024-12-07,P031,18,8829
2024-09-29,P073,7,114
2024-12-20,P085,18,3937
2024-09-11,P027,20,7121
2024-07-24,P055,13,205
2024-12-06,P083,12,4654
2024-06-07,P020,8,3006
2024-04-09,P059,10,929
2024-06-24,P029,10,1352
2024-06-26,P008,14,6503
2024-06-25,P053,7,1358
2024-06-16,P003,16,5884
2024-08-12,P045,20,7638
2024-10-12,P005,18,6830
2024-07-11,P069,4,1705
2024-01-19,P024,10,2576
2024-08-16,P008,11,1025
2024-11-21,P061,2,607
2024-12-06,P083,15,695
2024-01-10,P018,4,445
2024-04-06,P092,18,4868
2024-12-07,P057,16,3064
2024-04-14,P093,19,3603
2024-10-07,P005,3,106
2024-03-25,P062,9,1748
2024-04-05,P022,18,4253
2024-11-06,P061,9,409
2024-06-16,P060,5,1328
2024-11-26,P090,5,1805
2024-05-16,P095,14,6251
2024-04-25,P004,5,841
2024-04-26,P006,3,726
2024-02-17,P047,17,4009
2024-09-07,P090,5,2363
2024-12-05,P028,1,318
2024-08-31,P089,3,203
2024-09-11,P032,19,4203
2024-09-25,P081,4,118
2024-10-20,P007,5,2247
2024-10-06,P058,19,4651
2024-12-19,P009,5,951
2024-03-24,P019,17,876
2024-04-27,P050,17,5092
2024-11-14,P082,10,3807
2024-08-29,P058,1,381
2024-05-25,P090,2,421
2024-04-23,P034,20,3833
2024-09-04,P016,8,3625
2024-12-28,P060,14,177
2024-10-13,P053,7,2204
2024-02-21,P002,9,787
2024-03-08,P093,6,2415
2024-08-21,P040,1,294
2024-11-18,P048,19,3469
2024-05-21,P066,13,2323
2024-07-29,P042,19,5483
2024-03-16,P030,8,3969
2024-03-22,P065,12,3816
2024-07-15,P099,11,4290
2024-12-24,P063,10,4343
2024-06-26,P011,19,8868
2024-06-26,P080,14,5249
2024-05-15,P027,12,2957
2024-12-24,P003,18,5005
2024-08-23,P077,8,1979
2024-11-25,P075,10,1518
2024-01-09,P040,1,224
2024-03-23,P094,14,2118
2024-01-03,P029,1,299
2024-06-26,P044,12,658
2024-02-21,P020,11,4248
2024-05-08,P026,7,2942
2024-02-17,P001,19,6958
2024-12-05,P099,9,3885
2024-05-21,P061,12,4117
2024-08-02,P038,3,1200
2024-09-10,P033,3,586
2024-01-22,P025,5,2139
2024-11-06,P033,12,3562
2024-02-29,P096,18,741
2024-02-26,P025,20,3951
2024-08-10,P095,8,868
2024-02-12,P010,19,8039
2024-07-29,P018,19,3198
2024-11-06,P090,18,7928
2024-03-31,P079,11,1181
2024-10-23,P022,4,436
2024-12-17,P094,19,2915
2024-11-14,P021,13,1753
2024-10-19,P003,17,8114
2024-10-21,P063,16,6772
2024-10-19,P066,11,5427
2024-10-21,P022,3,977
2024-02-22,P055,6,2869
2024-01-12,P041,6,1226
2024-12-15,P040,11,2278
2024-04-28,P028,5,774
2024-02-01,P032,16,5739
2024-07-31,P032,17,4784
2024-01-02,P049,2,617
2024-07-04,P033,20,3859
2024-06-10,P037,13,828
2024-05-31,P088,10,3747
2024-02-06,P058,1,155
2024-02-05,P064,10,104
2024-07-04,P061,17,4237
2024-11-12,P095,10,4954
2024-07-13,P027,17,5734
2024-07-30,P064,4,1263
2024-10-17,P035,18,3948
2024-07-19,P061,5,208
2024-02-09,P056,3,1493
2024-06-04,P073,16,7856
2024-06-15,P083,14,357
2024-10-24,P069,3,966
2024-12-14,P018,15,4754
2024-10-13,P092,5,198
2024-12-21,P091,7,1898
2024-01-30,P085,8,1350
2024-01-18,P043,5,2048
2024-05-17,P076,16,6043
2024-04-04,P056,16,2439
2024-02-21,P028,17,4657
2024-07-31,P045,15,1452
2024-05-17,P024,19,3687
2024-12-11,P098,10,3726
2024-05-11,P064,20,3947
2024-01-23,P044,8,3230
2024-02-19,P038,16,7819
2024-01-31,P098,8,2776
2024-12-29,P068,10,4715
2024-04-26,P013,10,1798
2024-07-25,P041,8,2442
2024-08-01,P027,3,523
2024-01-20,P081,20,8801
2024-08-12,P051,4,448
2024-10-15,P015,11,4211
2024-07-15,P084,7,265
2024-11-10,P049,8,1297
2024-04-22,P021,1,347
2024-10-09,P097,6,873
2024-12-11,P037,17,587
